game_id,season,ou_line,q3_cumul,q4_total,final_total,q3_lead,avg_q_pace,pace_ratio,h1_total,q1_total,q2_total,q3_total,pace_trend,scoring_variance,late_q3_pts,late5_q3_pts,early_q3_pts,q3_intra_accel,three_rate,ft_rate,two_rate,q3_three_rate,q3_ft_rate,q3_max_run,q3_max_dry_spell,q3_turnovers,q3_fouls,q1_scoring_plays,q2_scoring_plays,q3_scoring_plays,scoring_play_trend,scoring_play_variance,lead_volatility,lead_range,q3_lead_change,late_q3_scoring_plays
401360405,2021-22,215.0,196,40,236,24,65.33333333333333,1.2155038759689922,140,66,74,56,-10,7.363574011458175,14,23,29,-2,0.23232323232323232,0.2828282828282828,0.48484848484848486,0.20689655172413793,0.3103448275862069,9,900.0,3,14,32,38,29,-3,3.7416573867739413,2.6556641325433317,12,-4,7
401360406,2021-22,218.5,183,57,240,23,61.0,1.1167048054919908,130,60,70,53,-7,6.97614984548545,5,15,34,-15,0.20408163265306123,0.3469387755102041,0.4489795918367347,0.09375,0.4375,9,1262.0,9,14,29,37,32,3,3.299831645537222,3.2077945987645413,12,-7,3
401360407,2021-22,226.5,181,51,232,11,60.333333333333336,1.0654893303899926,120,58,62,61,3,1.699673171197595,7,20,32,-3,0.14583333333333334,0.2916666666666667,0.5625,0.05555555555555555,0.3888888888888889,5,1194.0,5,12,29,31,36,7,2.943920288775949,2.8950418514666616,11,-1,5
401360408,2021-22,231.5,188,64,252,14,62.666666666666664,1.0827933765298776,125,62,63,63,1,0.4714045207910317,16,25,33,-3,0.23157894736842105,0.2631578947368421,0.5052631578947369,0.1388888888888889,0.3888888888888889,7,1437.0,2,13,29,30,36,7,3.0912061651652345,3.1764036076809035,15,11,11
401360409,2021-22,216.5,160,55,215,4,53.333333333333336,0.985373364126251,104,45,59,56,11,6.018490028422596,8,24,30,-4,0.2564102564102564,0.2564102564102564,0.48717948717948717,0.375,0.08333333333333333,10,1021.0,4,6,22,32,24,2,4.320493798938574,2.475349442707844,10,6,3
401360410,2021-22,214.0,179,52,231,9,59.666666666666664,1.115264797507788,122,64,58,57,-7,3.091206165165235,17,22,28,0,0.16326530612244897,0.3673469387755102,0.46938775510204084,0.15151515151515152,0.48484848484848486,11,1965.0,3,14,31,34,33,2,1.247219128924647,2.843713810105706,11,1,8
401360411,2021-22,235.0,164,56,220,14,54.666666666666664,0.9304964539007092,88,56,32,76,20,17.98765008430939,9,22,50,-24,0.3037974683544304,0.24050632911392406,0.45569620253164556,0.2564102564102564,0.3076923076923077,6,2213.0,5,13,27,13,39,12,10.624918300339486,2.3264511384412065,11,8,6
401360412,2021-22,215.0,146,43,189,0,48.666666666666664,0.9054263565891473,97,57,40,49,-8,6.944222218666553,8,13,28,-7,0.2777777777777778,0.25,0.4722222222222222,0.28,0.32,8,945.0,5,9,29,18,25,-4,4.546060565661952,3.398832224675614,12,-7,4
401360413,2021-22,225.5,176,62,238,4,58.666666666666664,1.0406504065040652,113,60,53,63,3,4.189935029992179,11,27,34,-5,0.2247191011235955,0.29213483146067415,0.48314606741573035,0.20588235294117646,0.35294117647058826,12,1879.0,3,11,28,27,34,6,3.0912061651652345,3.7830526831258626,12,-5,8
401360414,2021-22,205.5,136,38,174,16,45.333333333333336,0.8824006488240065,86,47,39,50,3,4.642796092394707,11,18,30,-10,0.2537313432835821,0.2537313432835821,0.4925373134328358,0.25,0.20833333333333334,7,1958.0,3,7,23,20,24,1,1.699673171197595,3.7660110868361554,16,14,4
401360415,2021-22,219.0,177,46,223,19,59.0,1.0776255707762556,121,62,59,56,-6,2.449489742783178,12,14,34,-12,0.3068181818181818,0.32954545454545453,0.36363636363636365,0.25806451612903225,0.45161290322580644,8,1178.0,2,12,27,30,31,4,1.699673171197595,2.3365256952672087,9,2,8
401360416,2021-22,227.0,159,40,199,13,53.0,0.933920704845815,112,54,58,47,-7,4.546060565661952,8,16,31,-15,0.21794871794871795,0.19230769230769232,0.5897435897435898,0.125,0.16666666666666666,8,1588.0,4,9,27,27,24,-3,1.4142135623730951,3.418318001471436,11,7,5
401360417,2021-22,220.5,138,64,202,4,46.0,0.8344671201814059,91,46,45,47,1,0.816496580927726,7,17,28,-9,0.1917808219178082,0.3150684931506849,0.4931506849315068,0.21739130434782608,0.17391304347826086,7,1166.0,2,7,21,29,23,2,3.39934634239519,2.2948584207893443,11,-3,4
401360418,2021-22,220.5,156,50,206,2,52.0,0.9433106575963719,97,53,44,59,6,6.164414002968976,6,17,38,-17,0.21686746987951808,0.3493975903614458,0.43373493975903615,0.17142857142857143,0.4857142857142857,5,1923.0,3,13,23,25,35,12,5.2493385826745405,2.65376013183457,10,1,4
401360419,2021-22,235.5,199,65,264,23,66.33333333333333,1.1266808209483368,129,62,67,70,8,3.2998316455372216,11,29,35,0,0.18,0.23,0.59,0.19444444444444445,0.2777777777777778,6,1027.0,2,12,30,34,36,6,2.494438257849294,1.8385662081035956,7,-2,5
401360420,2021-22,214.0,158,36,194,2,52.666666666666664,0.9844236760124611,110,59,51,48,-11,4.642796092394707,12,22,21,6,0.24358974358974358,0.21794871794871795,0.5384615384615384,0.2,0.28,7,1627.0,3,10,29,24,25,-4,2.160246899469287,3.649264258673196,13,10,7
401360422,2021-22,220.5,162,50,212,4,54.0,0.9795918367346939,109,54,55,53,-1,0.816496580927726,13,22,26,1,0.2125,0.225,0.5625,0.20689655172413793,0.3793103448275862,6,2421.0,2,13,25,26,29,4,1.699673171197595,2.0050756703619816,9,5,9
401360423,2021-22,216.0,139,39,178,19,46.333333333333336,0.8580246913580247,97,45,52,42,-3,4.189935029992179,7,13,26,-10,0.14285714285714285,0.2,0.6571428571428571,0.14285714285714285,0.14285714285714285,15,615.0,8,8,22,27,21,-1,2.6246692913372702,5.751040150261287,19,14,4
401360424,2021-22,223.0,149,42,191,15,49.666666666666664,0.890881913303438,93,48,45,56,8,4.642796092394707,12,19,34,-12,0.13924050632911392,0.3037974683544304,0.5569620253164557,0.16129032258064516,0.3548387096774194,6,1259.0,4,13,22,26,31,9,3.6817870057290873,2.4180671443096,11,2,7
401360425,2021-22,230.0,190,56,246,24,63.333333333333336,1.1014492753623188,117,54,63,73,19,7.760297817881877,12,21,45,-17,0.1958762886597938,0.25773195876288657,0.5463917525773195,0.09302325581395349,0.3953488372093023,7,1025.0,5,16,25,29,43,18,7.717224601860151,4.812675361563718,18,-11,7
401360426,2021-22,236.5,157,45,202,9,52.333333333333336,0.8851303735024665,95,47,48,62,15,6.847546194724712,14,19,40,-18,0.2597402597402597,0.2597402597402597,0.4805194805194805,0.26666666666666666,0.26666666666666666,15,1442.0,3,11,21,26,30,9,3.6817870057290873,4.702390810943193,17,10,6
401360427,2021-22,224.0,172,70,242,4,57.333333333333336,1.0238095238095237,109,56,53,63,7,4.189935029992179,13,30,29,5,0.20930232558139536,0.22093023255813954,0.5697674418604651,0.24242424242424243,0.3333333333333333,6,1224.0,5,10,27,26,33,6,3.0912061651652345,3.59182745824405,14,14,7
401360429,2021-22,212.5,157,50,207,7,52.333333333333336,0.9850980392156863,100,49,51,57,8,3.39934634239519,3,12,37,-17,0.15294117647058825,0.3058823529411765,0.5411764705882353,0.15625,0.375,7,1714.0,4,13,25,28,32,7,2.8674417556808756,2.8287670390755926,12,5,2
401360430,2021-22,220.5,163,54,217,5,54.333333333333336,0.9856386999244142,111,50,61,52,2,4.784233364802441,7,20,30,-8,0.16666666666666666,0.2619047619047619,0.5714285714285714,0.16,0.16,8,953.0,4,8,25,34,25,0,4.242640687119285,2.4919378510123655,9,8,3
401360431,2021-22,210.5,187,53,240,1,62.333333333333336,1.1844813935075218,119,61,58,68,7,4.189935029992179,9,18,43,-18,0.14285714285714285,0.24489795918367346,0.6122448979591837,0.22857142857142856,0.2857142857142857,8,1136.0,1,9,33,30,35,2,2.0548046676563256,2.44191788620399,10,4,6
401360432,2021-22,222.0,140,54,194,2,46.666666666666664,0.8408408408408409,94,54,40,46,-8,5.734883511361751,9,14,29,-12,0.18571428571428572,0.21428571428571427,0.6,0.2,0.36,5,2225.0,11,14,26,19,25,-1,3.0912061651652345,1.5301245834972703,6,0,6
401360433,2021-22,221.5,177,47,224,3,59.0,1.0654627539503385,110,52,58,67,15,6.164414002968976,12,23,37,-7,0.19148936170212766,0.3404255319148936,0.46808510638297873,0.15789473684210525,0.42105263157894735,14,1538.0,3,12,27,29,38,11,4.784233364802441,3.9623951159028845,16,-11,9
401360434,2021-22,226.0,186,67,253,8,62.0,1.0973451327433628,124,71,53,62,-9,7.3484692283495345,16,32,23,16,0.21,0.36,0.43,0.2,0.42857142857142855,9,1171.0,9,17,39,26,35,-4,5.436502143433364,2.493937451701658,11,2,8
401360435,2021-22,212.5,121,51,172,11,40.333333333333336,0.7592156862745097,69,34,35,52,18,8.259674462242579,5,15,31,-10,0.11940298507462686,0.31343283582089554,0.5671641791044776,0.1724137931034483,0.3793103448275862,11,1498.0,8,13,19,19,29,10,4.714045207910316,4.627837950994495,18,2,3
401360436,2021-22,215.5,185,58,243,21,61.666666666666664,1.1446249033255993,118,74,44,67,-7,12.81492185782739,6,19,43,-19,0.1485148514851485,0.31683168316831684,0.5346534653465347,0.125,0.45,8,783.0,3,18,36,25,40,4,6.342099196813483,3.557555589824473,13,-11,4
401360437,2021-22,211.0,158,61,219,16,52.666666666666664,0.9984202211690363,103,60,43,55,-5,7.1336448530109,9,13,35,-15,0.20253164556962025,0.21518987341772153,0.5822784810126582,0.13793103448275862,0.27586206896551724,8,2105.0,6,11,29,21,29,0,3.7712361663282534,3.1345677403661765,14,-11,5
401360438,2021-22,225.5,161,46,207,9,53.666666666666664,0.9519586104951958,114,69,45,47,-22,10.873004286866726,9,19,25,-3,0.14457831325301204,0.25301204819277107,0.6024096385542169,0.07692307692307693,0.3076923076923077,9,908.0,8,13,34,23,26,-8,4.642796092394707,3.300962393592973,13,5,5
401360439,2021-22,213.0,156,62,218,12,52.0,0.9765258215962441,95,49,46,61,12,6.48074069840786,8,19,37,-13,0.2125,0.2625,0.525,0.21875,0.3125,9,1404.0,3,8,24,24,32,8,3.7712361663282534,3.2741032460989525,12,3,4
401360440,2021-22,222.0,153,53,206,19,51.0,0.918918918918919,107,48,59,46,-2,5.715476066494082,6,15,27,-8,0.24050632911392406,0.31645569620253167,0.4430379746835443,0.2,0.36,16,1418.0,2,10,24,30,25,1,2.6246692913372702,4.092342069197893,17,-14,3
401360441,2021-22,203.5,150,43,193,18,50.0,0.9828009828009828,101,51,50,49,-2,0.816496580927726,4,10,37,-25,0.1794871794871795,0.28205128205128205,0.5384615384615384,0.20833333333333334,0.16666666666666666,11,2308.0,5,9,26,28,24,-2,1.632993161855452,3.724203980833853,13,7,2
401360442,2021-22,234.0,181,71,252,1,60.333333333333336,1.0313390313390314,130,75,55,51,-24,10.498677165349081,5,13,33,-15,0.26373626373626374,0.27472527472527475,0.46153846153846156,0.3076923076923077,0.34615384615384615,8,1147.0,3,12,35,30,26,-9,3.6817870057290873,2.7163815704599235,10,-5,3
401360443,2021-22,224.0,156,46,202,20,52.0,0.9285714285714286,110,51,59,46,-5,5.354126134736337,3,11,28,-10,0.19230769230769232,0.2564102564102564,0.5512820512820513,0.3,0.15,21,1025.0,2,8,28,30,20,-8,4.320493798938574,6.431312739469742,21,-14,1
401360444,2021-22,238.0,180,70,250,22,60.0,1.0084033613445378,122,69,53,58,-11,6.683312551921141,9,18,35,-12,0.19387755102040816,0.3673469387755102,0.4387755102040816,0.18181818181818182,0.42424242424242425,9,616.0,2,10,36,29,33,-3,2.8674417556808756,6.6618403582692025,22,-20,6
401360445,2021-22,231.0,191,50,241,11,63.666666666666664,1.1024531024531024,128,63,65,63,0,0.9428090415820634,11,25,32,-1,0.19387755102040816,0.2653061224489796,0.5408163265306123,0.3,0.2,15,979.0,3,9,35,33,30,-5,2.0548046676563256,6.218815321264974,21,17,5
401360446,2021-22,224.5,169,48,217,25,56.333333333333336,1.0037119524870082,115,58,57,54,-4,1.699673171197595,12,20,29,-4,0.25882352941176473,0.3058823529411765,0.43529411764705883,0.34615384615384615,0.3076923076923077,8,322.0,3,7,29,30,26,-3,1.699673171197595,4.062158575930301,14,-14,5
401360447,2021-22,230.5,174,50,224,6,58.0,1.0065075921908895,113,56,57,61,5,2.160246899469287,16,24,31,-1,0.17391304347826086,0.29347826086956524,0.532608695652174,0.1935483870967742,0.22580645161290322,11,2171.0,5,9,28,33,31,3,2.0548046676563256,3.2462078094510716,13,13,8
401360448,2021-22,213.5,150,52,202,24,50.0,0.936768149882904,87,43,44,63,20,9.201449161228174,13,23,34,-5,0.24675324675324675,0.2987012987012987,0.45454545454545453,0.28125,0.3125,8,1266.0,3,11,21,24,32,11,4.642796092394706,2.5615617585102046,11,5,7
401360449,2021-22,216.0,183,56,239,17,61.0,1.1296296296296295,121,64,57,62,-2,2.943920288775949,13,18,39,-16,0.16842105263157894,0.2736842105263158,0.5578947368421052,0.16129032258064516,0.1935483870967742,7,991.0,3,7,35,29,31,-4,2.494438257849294,3.2835893785801513,12,2,6
401360450,2021-22,210.0,181,67,248,21,60.333333333333336,1.1492063492063491,127,69,58,54,-15,6.342099196813483,13,27,24,6,0.2087912087912088,0.24175824175824176,0.5494505494505495,0.21428571428571427,0.32142857142857145,9,975.0,8,13,34,29,28,-6,2.6246692913372702,3.6722417800090765,12,4,6
401360451,2021-22,223.0,179,46,225,3,59.666666666666664,1.070254110612855,124,71,53,55,-16,8.055363982396383,8,12,41,-27,0.1978021978021978,0.26373626373626374,0.5384615384615384,0.09375,0.4375,10,1380.0,7,11,33,26,32,-1,3.0912061651652345,3.3765615380249185,13,1,4
401360452,2021-22,210.5,149,41,190,17,49.666666666666664,0.943784639746635,99,58,41,50,-8,6.944222218666553,7,20,27,-4,0.12941176470588237,0.38823529411764707,0.4823529411764706,0.14814814814814814,0.2962962962962963,9,1141.0,2,11,31,27,27,-4,1.8856180831641267,1.9894088730922104,9,4,4
401360453,2021-22,219.5,156,50,206,4,52.0,0.9476082004555809,84,42,42,72,30,14.142135623730951,18,30,36,0,0.1927710843373494,0.3373493975903614,0.46987951807228917,0.21052631578947367,0.34210526315789475,6,1957.0,5,13,19,26,38,19,7.845734863959881,4.433055771256932,17,4,8
401360454,2021-22,207.5,149,61,210,17,49.666666666666664,0.957429718875502,90,46,44,59,13,6.649979114420002,9,21,32,-5,0.2,0.3375,0.4625,0.15151515151515152,0.36363636363636365,5,1204.0,2,14,24,23,33,9,4.496912521077347,1.8991951318283042,7,-3,7
401360455,2021-22,222.5,193,49,242,5,64.33333333333333,1.1565543071161049,134,70,64,59,-11,4.496912521077347,13,17,39,-19,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.2,0.26666666666666666,5,1922.0,3,14,36,38,30,-6,3.39934634239519,1.2160673736733185,7,1,7
401360456,2021-22,225.5,184,50,234,40,61.333333333333336,1.0879526977087952,125,65,60,59,-6,2.6246692913372702,10,16,34,-9,0.23076923076923078,0.21978021978021978,0.5494505494505495,0.20689655172413793,0.1724137931034483,10,1741.0,1,7,32,30,29,-3,1.247219128924647,2.3685070320135755,10,-9,5
401360457,2021-22,220.0,170,53,223,2,56.666666666666664,1.0303030303030303,123,61,62,47,-14,6.847546194724712,9,14,27,-7,0.25609756097560976,0.18292682926829268,0.5609756097560976,0.3333333333333333,0.09523809523809523,8,1556.0,3,4,28,33,21,-7,4.9216076867444665,2.3284379206144896,10,7,4
401360458,2021-22,218.5,157,40,197,11,52.333333333333336,0.958047292143402,105,54,51,52,-2,1.247219128924647,14,22,26,0,0.14814814814814814,0.2222222222222222,0.6296296296296297,0.07142857142857142,0.25,9,259.0,4,9,27,26,28,1,0.816496580927726,5.88553807883326,20,-16,9
401360459,2021-22,238.5,187,53,240,9,62.333333333333336,1.045422781271838,125,71,54,62,-9,6.944222218666553,12,21,39,-16,0.1827956989247312,0.1935483870967742,0.6236559139784946,0.16666666666666666,0.16666666666666666,8,434.0,6,9,36,27,30,-6,3.7416573867739413,1.860618823945956,8,4,5
401360460,2021-22,218.5,142,57,199,4,47.333333333333336,0.8665141113653699,95,49,46,47,-2,1.247219128924647,11,21,23,1,0.2638888888888889,0.2916666666666667,0.4444444444444444,0.2916666666666667,0.3333333333333333,9,68.0,3,11,26,22,24,-2,1.632993161855452,3.301117468859579,12,-7,6
401360461,2021-22,215.0,174,51,225,14,58.0,1.0790697674418606,125,53,72,49,-4,10.03327796219494,4,11,34,-19,0.17894736842105263,0.3684210526315789,0.45263157894736844,0.07142857142857142,0.32142857142857145,8,1560.0,8,13,29,38,28,-1,4.4969125210773475,1.8059592595305458,7,-3,2
401360462,2021-22,214.5,162,63,225,8,54.0,1.006993006993007,116,59,57,46,-13,5.715476066494082,10,21,20,6,0.24096385542168675,0.30120481927710846,0.4578313253012048,0.2727272727272727,0.22727272727272727,7,1714.0,5,9,35,26,22,-13,5.436502143433363,1.5221759827382406,9,6,6
401360463,2021-22,230.0,172,53,225,18,57.333333333333336,0.9971014492753624,110,54,56,62,8,3.39934634239519,16,27,28,6,0.1797752808988764,0.25842696629213485,0.5617977528089888,0.12121212121212122,0.24242424242424243,11,201.0,2,10,26,30,33,7,2.8674417556808756,3.5285432240445367,14,-10,9
401360464,2021-22,212.5,148,59,207,2,49.333333333333336,0.9286274509803921,93,49,44,55,6,4.4969125210773475,13,19,31,-7,0.20512820512820512,0.3076923076923077,0.48717948717948717,0.2857142857142857,0.32142857142857145,7,84.0,3,6,25,25,28,3,1.4142135623730951,4.316134498973881,15,-9,5
401360465,2021-22,208.5,168,41,209,2,56.0,1.0743405275779376,102,56,46,66,10,8.16496580927726,13,27,39,-12,0.16853932584269662,0.29213483146067415,0.5393258426966292,0.19444444444444445,0.3611111111111111,7,1565.0,6,11,32,21,36,4,6.342099196813483,3.7075007930110435,16,-8,9
401360466,2021-22,214.0,167,59,226,1,55.666666666666664,1.0404984423676011,103,54,49,64,10,6.236095644623236,10,25,32,0,0.18072289156626506,0.18072289156626506,0.6385542168674698,0.3103448275862069,0.13793103448275862,6,1099.0,5,7,25,29,29,4,1.8856180831641267,1.6716554424998498,8,-4,4
401360467,2021-22,221.0,165,30,195,5,55.0,0.995475113122172,103,43,60,62,19,8.524474568362947,6,18,36,-10,0.27710843373493976,0.2891566265060241,0.43373493975903615,0.3125,0.375,7,2135.0,3,11,22,29,32,10,4.189935029992178,2.149398473852854,9,-4,3
401360468,2021-22,225.0,181,48,229,23,60.333333333333336,1.0725925925925925,133,63,70,48,-15,9.177266598624136,10,20,26,-4,0.23595505617977527,0.23595505617977527,0.5280898876404494,0.30434782608695654,0.21739130434782608,5,578.0,3,9,31,35,23,-8,4.988876515698588,2.751606415983348,12,10,6
401360469,2021-22,211.0,153,47,200,17,51.0,0.966824644549763,98,55,43,55,0,5.656854249492381,9,21,27,1,0.16470588235294117,0.36470588235294116,0.47058823529411764,0.08571428571428572,0.5142857142857142,6,1138.0,3,18,27,23,35,8,4.988876515698588,1.93433354062324,9,5,5
401360470,2021-22,239.5,173,57,230,3,57.666666666666664,0.9631176061238692,115,50,65,58,8,6.128258770283412,12,22,34,-10,0.22093023255813954,0.2441860465116279,0.5348837209302325,0.1935483870967742,0.3225806451612903,6,1243.0,12,11,25,30,31,6,2.6246692913372702,2.9907084609991714,11,-2,8
401360471,2021-22,215.5,172,46,218,10,57.333333333333336,1.0641918020108276,109,52,57,63,11,4.4969125210773475,8,22,38,-10,0.20454545454545456,0.2840909090909091,0.5113636363636364,0.21875,0.25,7,61.0,3,8,28,28,32,4,1.8856180831641267,3.4997638645254363,14,4,4
401360472,2021-22,223.5,179,48,227,3,59.666666666666664,1.0678598061148397,126,70,56,53,-17,7.408703590297623,15,24,22,9,0.21348314606741572,0.21348314606741572,0.5730337078651685,0.18518518518518517,0.2222222222222222,6,343.0,1,9,34,28,27,-7,3.0912061651652345,4.477928928375842,16,7,6
401360473,2021-22,213.5,140,56,196,2,46.666666666666664,0.8743169398907104,85,47,38,55,8,6.944222218666553,10,12,37,-19,0.1917808219178082,0.2876712328767123,0.5205479452054794,0.1724137931034483,0.27586206896551724,5,1495.0,1,10,25,19,29,4,4.109609335312651,1.7567108634750455,9,7,7
401360474,2021-22,214.5,153,31,184,19,51.0,0.951048951048951,106,57,49,47,-10,4.320493798938574,7,17,30,-13,0.28,0.25333333333333335,0.4666666666666667,0.38095238095238093,0.14285714285714285,5,962.0,2,8,29,25,21,-8,3.265986323710904,1.8874522433111967,8,-1,3
401360475,2021-22,221.5,174,41,215,8,58.0,1.0474040632054176,116,67,49,58,-9,7.3484692283495345,15,21,35,-12,0.16494845360824742,0.3711340206185567,0.4639175257731959,0.18181818181818182,0.42424242424242425,8,1374.0,3,13,38,26,33,-5,4.921607686744467,2.2642120042080864,9,2,7
401360476,2021-22,221.5,175,46,221,1,58.333333333333336,1.053423626787058,124,61,63,51,-10,5.2493385826745405,7,14,31,-11,0.21839080459770116,0.2413793103448276,0.5402298850574713,0.24,0.2,7,1156.0,2,9,28,34,25,-3,3.7416573867739413,2.562431224110683,10,-7,4
401360477,2021-22,225.0,164,61,225,20,54.666666666666664,0.9718518518518519,103,40,63,61,21,10.402991022884823,8,14,39,-17,0.2222222222222222,0.20987654320987653,0.5679012345679012,0.08823529411764706,0.3235294117647059,6,1279.0,4,9,21,26,34,13,5.354126134736337,3.6363438046258714,15,7,5
401360478,2021-22,209.5,194,78,272,14,64.66666666666667,1.2346857597454257,127,67,60,67,0,3.2998316455372216,11,17,44,-21,0.20952380952380953,0.3619047619047619,0.42857142857142855,0.22857142857142856,0.3142857142857143,6,2136.0,1,10,36,34,35,-1,0.816496580927726,3.3040249594675632,10,5,6
401360479,2021-22,233.5,171,64,235,5,57.0,0.9764453961456103,112,43,69,59,16,10.708252269472673,10,19,33,-7,0.25,0.32954545454545453,0.42045454545454547,0.23529411764705882,0.5,6,1049.0,4,14,22,32,34,12,5.2493385826745405,2.254734817402944,9,7,5
401360480,2021-22,218.5,142,44,186,20,47.333333333333336,0.8665141113653699,94,39,55,48,9,6.548960901462833,4,12,30,-12,0.14102564102564102,0.32051282051282054,0.5384615384615384,0.18518518518518517,0.4074074074074074,11,1800.0,3,12,21,30,27,6,3.7416573867739413,4.436815632490504,14,-6,3
401360481,2021-22,206.5,155,48,203,5,51.666666666666664,1.0008071025020178,109,57,52,46,-11,4.4969125210773475,10,15,29,-12,0.16666666666666666,0.32142857142857145,0.5119047619047619,0.2608695652173913,0.2608695652173913,8,1624.0,6,10,31,30,23,-8,3.559026084010437,2.6948318987192486,9,-2,8
401360482,2021-22,210.5,149,57,206,5,49.666666666666664,0.943784639746635,95,57,38,54,-3,8.339997335464536,5,17,32,-10,0.1927710843373494,0.39759036144578314,0.40963855421686746,0.27586206896551724,0.41379310344827586,13,959.0,1,10,31,23,29,-2,3.39934634239519,4.97393377885415,20,-6,3
401360483,2021-22,228.5,178,50,228,4,59.333333333333336,1.038657913931437,115,61,54,63,2,3.8586123009300755,13,23,33,-3,0.1595744680851064,0.26595744680851063,0.574468085106383,0.08108108108108109,0.3783783783783784,11,1800.0,4,12,29,28,37,8,4.0276819911981905,3.6472981781038953,15,7,7
401360484,2021-22,230.5,150,46,196,6,50.0,0.8676789587852495,98,49,49,52,3,1.4142135623730951,11,19,27,-2,0.2077922077922078,0.3116883116883117,0.4805194805194805,0.1111111111111111,0.2222222222222222,8,1346.0,5,7,23,27,27,4,1.8856180831641267,4.69426111005989,18,-12,5
401360485,2021-22,216.0,177,45,222,5,59.0,1.0925925925925926,112,53,59,65,12,4.898979485566356,11,28,33,-1,0.1919191919191919,0.41414141414141414,0.3939393939393939,0.19444444444444445,0.4166666666666667,8,737.0,4,16,27,36,36,9,4.242640687119285,5.203392659213913,19,15,6
401360486,2021-22,217.5,146,42,188,20,48.666666666666664,0.8950191570881226,104,55,49,42,-13,5.312459150169743,8,20,20,2,0.2465753424657534,0.2602739726027397,0.4931506849315068,0.2727272727272727,0.4090909090909091,9,1385.0,6,14,26,25,22,-4,1.699673171197595,3.4543853197601337,14,-8,3
401360487,2021-22,213.5,174,59,233,14,58.0,1.0866510538641687,104,46,58,70,24,9.797958971132712,13,25,43,-16,0.19540229885057472,0.25287356321839083,0.5517241379310345,0.14285714285714285,0.22857142857142856,9,816.0,0,9,24,28,35,11,4.546060565661952,6.208411930455714,24,24,6
401360488,2021-22,235.5,183,54,237,11,61.0,1.0360934182590233,136,61,75,47,-14,11.430952132988164,10,22,23,1,0.1414141414141414,0.29292929292929293,0.5656565656565656,0.20833333333333334,0.25,7,83.0,4,9,34,41,24,-10,6.97614984548545,1.8547200011265517,7,1,5
401360489,2021-22,235.5,199,57,256,13,66.33333333333333,1.1266808209483368,134,68,66,65,-3,1.247219128924647,15,21,38,-11,0.18446601941747573,0.3300970873786408,0.4854368932038835,0.18181818181818182,0.3333333333333333,11,2240.0,3,14,35,35,33,-2,0.9428090415820634,5.889574294817134,25,25,9
401360490,2021-22,222.5,160,53,213,12,53.333333333333336,0.9588014981273408,104,52,52,56,4,1.8856180831641267,9,17,36,-16,0.25316455696202533,0.22784810126582278,0.5189873417721519,0.34615384615384615,0.19230769230769232,6,2216.0,6,11,28,25,26,-2,1.247219128924647,1.9619521396678126,7,-4,5
401360491,2021-22,210.5,158,38,196,2,52.666666666666664,1.0007917656373713,114,49,65,44,-5,8.956685895029603,11,18,20,4,0.2948717948717949,0.2948717948717949,0.41025641025641024,0.21739130434782608,0.34782608695652173,9,1468.0,3,7,23,32,23,0,4.242640687119285,2.686761025334452,9,-4,4
401360492,2021-22,214.5,165,56,221,9,55.0,1.0256410256410255,107,53,54,58,5,2.160246899469287,6,21,33,-8,0.13793103448275862,0.2413793103448276,0.6206896551724138,0.12121212121212122,0.36363636363636365,7,2297.0,4,10,26,28,33,7,2.943920288775949,2.5641207649045055,10,0,3
401360493,2021-22,228.0,183,57,240,9,61.0,1.0701754385964912,108,66,42,75,9,13.92838827718412,10,24,44,-13,0.18085106382978725,0.24468085106382978,0.574468085106383,0.12195121951219512,0.2926829268292683,7,1222.0,0,10,32,21,41,9,8.178562764256865,2.0963226824936987,9,-5,5
401360494,2021-22,207.5,159,41,200,7,53.0,1.0216867469879518,109,58,51,50,-8,3.559026084010437,10,16,29,-8,0.11363636363636363,0.32954545454545453,0.5568181818181818,0.19230769230769232,0.3076923076923077,9,2133.0,3,9,30,32,26,-4,2.494438257849294,3.0997774174619668,12,6,5
401360495,2021-22,221.5,184,30,214,28,61.333333333333336,1.1075996990218209,120,54,66,64,10,5.2493385826745405,12,26,35,-6,0.21978021978021978,0.2087912087912088,0.5714285714285714,0.26666666666666666,0.13333333333333333,9,72.0,7,8,25,36,30,5,4.496912521077347,3.212287373528764,12,10,6
401360496,2021-22,230.0,164,63,227,2,54.666666666666664,0.9507246376811594,119,63,56,45,-18,7.408703590297623,16,22,23,-1,0.28205128205128205,0.19230769230769232,0.5256410256410257,0.4,0.2,15,1573.0,3,8,30,28,20,-10,4.320493798938574,4.315080209510804,17,-7,6
401360498,2021-22,221.5,208,56,264,2,69.33333333333333,1.2520692249811889,137,59,78,71,12,7.845734863959881,13,26,41,-11,0.15254237288135594,0.4067796610169492,0.4406779661016949,0.23684210526315788,0.39473684210526316,7,1794.0,4,13,37,43,38,1,2.6246692913372702,4.893094823399636,17,-7,5
401360499,2021-22,224.5,156,59,215,4,52.0,0.9265033407572383,106,55,51,50,-5,2.160246899469287,10,24,22,6,0.1375,0.25,0.6125,0.14814814814814814,0.2962962962962963,6,2599.0,5,12,29,24,27,-2,2.0548046676563256,2.1806596379534535,10,-2,6
